,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
2370,orf19.9340,0.154632972,0.494867028,1.606634866,0.254878771,0.412216161,DNA binding///RNA binding,U2-type spliceosomal complex,"mRNA splicing, via spliceosome",CWC22,Contig20125:complement(66914..64974),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2371,orf19.11950,-0.289977839,-0.394272161,1.60502204,0.255179034,0.412548326,NA,NA,NA,NA,Contig20206:complement(28237..27362),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2372,orf19.8012,-0.062351327,0.364851327,1.60405702,0.255358902,0.412805941,GTP binding///translation elongation factor activity///translation elongation factor activity///translation elongation factor activity///GTPase activity///actin filament binding///Rho GTPase binding///melatonin binding///GDP binding///translation elongation factor activity///GTP binding,cytoplasm///hyphal cell wall///yeast-form cell wall///fungal-type vacuole membrane///mitochondrion///cytoplasm,translational elongation///translational elongation///translational elongation///actin filament bundle assembly///tRNA export from nucleus///translational elongation,TEF3,Contig20051:935..2311,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2373,orf19.12905,0.063838813,0.307661187,1.60360047,0.255444052,0.412877098,"transferase activity, transferring acyl groups other than amino-acyl groups///zinc ion binding///enoyl-[acyl-carrier-protein] reductase activity",mitochondrion,fatty acid biosynthetic process///aerobic respiration,ETR1,Contig20227:127261..128418,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2374,orf19.9512,0.17313393,-0.13163393,1.602182012,0.255708827,0.413172387,holocytochrome-c synthase activity///holocytochrome-c synthase activity///holocytochrome-c synthase activity///holocytochrome-c synthase activity,mitochondrial intermembrane space///fungal-type cell wall///fungal-type cell wall///mitochondrion,cytochrome c-heme linkage///aerobic respiration///cytochrome c-heme linkage///aerobic respiration///cytochrome c-heme linkage///filamentous growth of a population of unicellular organisms,CYC3,Contig20137:complement(52362..51781),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2375,orf19.10114,0.226808781,0.208691219,1.600899645,0.255948489,0.41329404,ribosomal large subunit binding///tRNA binding,cytoplasmic stress granule///RQC complex,ribosome-associated ubiquitin-dependent protein catabolic process///peptide biosynthetic process///rescue of stalled ribosome,NA,Contig20151:88950..92006,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2376,orf19.13147,-0.154283978,0.556783978,1.601257046,0.255881667,0.41329404,molecular_function,cellular_component,biological_process,NA,Contig20233:39912..40526,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2377,orf19.10860,0.130866315,0.311133686,1.600912307,0.255946121,0.41329404,oxidoreductase activity,cellular_component,metabolic process,NA,Contig20173:complement(128009..127011),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2378,orf19.13458,-0.665329517,-0.115170484,1.597070407,0.256665785,0.414054998,sphingomyelin phosphodiesterase activity,cellular_component,biological_process,NA,Contig20237:complement(82298..80175),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2379,orf19.8360,0.533278605,0.290721395,1.597065236,0.256666755,0.414054998,NA,NA,NA,NA,Contig20072:complement(14465..14118),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2380,orf19.9183,0.105076751,0.908934214,1.631137078,0.256785772,0.414193639,molecular_function,cell surface,cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth,NA,Contig20123:complement(26527..23177),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2381,orf19.9624,0.211040618,0.317709382,1.59437799,0.257171611,0.414636659,"DNA-binding transcription factor activity, RNA polymerase II-specific///zinc ion binding///DNA-binding transcription factor activity",host cell nucleus///nucleus,"regulation of transcription, DNA-templated///cellular response to drug///regulation of transcription, DNA-templated",NA,Contig20139:complement(158260..155753),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2382,orf19.10140,-0.094401353,0.218151353,1.593487669,0.257339146,0.414840273,polynucleotide 5'-phosphatase activity///transferase activity///polynucleotide 5'-phosphatase activity///polynucleotide 5'-phosphatase activity///polynucleotide 5'-phosphatase activity///ATPase activity///ATPase activity,mRNA cap methyltransferase complex,positive regulation of protein localization to nucleus///positive regulation of transcription elongation from RNA polymerase II promoter///7-methylguanosine mRNA capping///polynucleotide dephosphorylation///7-methylguanosine mRNA capping///7-methylguanosine mRNA capping///cellular response to drug,CET1,Contig20151:complement(136717..135155),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2383,orf19.13625,-0.037706811,0.417706811,1.592554022,0.257514978,0.415057195,chromatin binding,nuclear chromosome///nucleoplasm///nucleus///replication fork protection complex///nuclear chromatin///nuclear replication fork,double-strand break repair via break-induced replication///DNA repair///establishment of sister chromatid cohesion///DNA replication initiation///Okazaki fragment processing involved in mitotic DNA replication///CENP-A containing chromatin organization///replicative cell aging///DNA-dependent DNA replication///mitotic sister chromatid cohesion///cellular response to DNA damage stimulus,CTF4,Contig20241:complement(101467..98858),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2384,orf19.8547,-0.239278326,-0.169471674,1.591549109,0.257704397,0.415295942,magnesium ion binding///ATP binding///ATPase-coupled cation transmembrane transporter activity///nucleotide binding///metal ion binding///glycolipid floppase activity///phosphatidylethanolamine flippase activity///phosphatidylcholine flippase activity,integral component of membrane///mating projection tip membrane///phospholipid-translocating ATPase complex///plasma membrane,cation transport///intracellular protein transport///glycolipid translocation///phospholipid translocation///establishment or maintenance of cell polarity///endocytosis///response to pheromone triggering conjugation with cellular fusion,DNF1,Contig20080:complement(32990..27840),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2385,orf19.8821,-0.357195551,0.239695551,1.589147032,0.258157866,0.415773164,molecular_function,integral component of Golgi membrane,vacuole organization///endocytosis///establishment or maintenance of actin cytoskeleton polarity,NA,Contig20104:complement(35455..34490),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2386,orf19.13620,0.291787997,0.312962003,1.588791416,0.258225083,0.415835206,enzyme regulator activity,"cell surface///cellular bud neck contractile ring///division septum///actomyosin contractile ring, intermediate layer///mitotic actomyosin contractile ring///cellular bud neck///HICS complex///cell cortex of cell tip",secondary cell septum biogenesis///mitotic actomyosin contractile ring contraction///regulation of cell shape///mitotic division septum assembly,CYK3,Contig20241:complement(88043..84981),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2387,orf19.11407,-0.842222921,0.578972921,1.584765421,0.258987567,0.416662794,molecular_function,cellular_component,biological_process,NA,Contig20194:complement(53303..52848),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2388,orf19.8080,-0.256935073,-0.621709951,1.664316094,0.259087587,0.416747785,molecular_function,cellular_component,biological_process,NA,Contig20052:84010..84552,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2389,orf19.11273,-0.247449251,0.360449251,1.582561154,0.259406207,0.416978414,molecular_function,cellular_component,biological_process,NA,Contig20192:complement(41818..40661),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2390,orf19.11914,-0.150609287,0.191359287,1.580791648,0.259742879,0.417310543,beta-tubulin binding///microtubule binding///kinetochore binding,polar microtubule///mitotic spindle///condensed nuclear chromosome kinetochore///mitotic spindle midzone,mitotic spindle assembly///attachment of spindle microtubules to kinetochore,STU1,Contig20205:complement(28902..24991),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2391,orf19.12700,0.294315285,0.515184716,1.578179028,0.260240947,0.417777067,prenyltransferase activity///dehydrodolichyl diphosphate synthase activity,lipid droplet///dehydrodolichyl diphosphate synthase complex,protein glycosylation///dolichol biosynthetic process,SRT1,Contig20223:complement(40208..39540),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2392,orf19.11416,0.091014156,0.290985844,1.576769528,0.260510141,0.418109111,arginase activity///zinc ion binding///ornithine carbamoyltransferase inhibitor activity///manganese ion binding///arginase activity,cytosol///fungal biofilm matrix,arginine catabolic process to ornithine///regulation of ornithine metabolic process///arginine catabolic process to proline via ornithine,CAR1,Contig20194:complement(65482..64529),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2393,orf19.7894,-0.021128715,-0.333621285,1.57413269,0.26101466,0.41871839,dolichol kinase activity,endoplasmic reticulum membrane,dolichyl monophosphate biosynthetic process,SEC59,Contig20046:complement(56512..55415),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2394,orf19.10656,0.003125753,0.448124248,1.573360792,0.261162578,0.418838972,molecular_function,cellular_component,biological_process,NA,Contig20168:1..477,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2395,orf19.13396,-0.269394604,0.667144604,1.572243559,0.261376856,0.418931909,zinc ion binding///nucleic acid binding///DNA-binding transcription factor activity,cellular_component,"regulation of transcription, DNA-templated///single-species biofilm formation on inanimate substrate///regulation of transcription by RNA polymerase II///positive regulation of cell-substrate adhesion///positive regulation of cell adhesion involved in single-species biofilm formation",NA,Contig20236:231987..232847,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2396,orf19.12130,-0.362046721,-0.367703279,1.571382418,0.261542164,0.419163464,structural constituent of ribosome///structural constituent of ribosome,small-subunit processome///cytosolic small ribosomal subunit///yeast-form cell wall///cell surface,"translation///maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",RPS6A,Contig20212:complement(198897..198373),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2397,orf19.13477,-0.310358607,0.124858607,1.570674485,0.261678159,0.419314599,phosphatase activity,cellular_component,dephosphorylation,NA,Contig20237:complement(118384..117716),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2398,orf19.9090,-0.681090306,-0.000159694,1.569651655,0.261874798,0.419496024,"hydrolase activity, hydrolyzing O-glycosyl compounds///chitinase activity///chitin binding///catalytic activity",cellular_component,carbohydrate metabolic process///chitin catabolic process///sporulation resulting in formation of a cellular spore,CHT4,Contig20119:complement(152326..151160),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2399,orf19.13690.2,-0.168071132,-0.165178868,1.569119219,0.261977231,0.419626693,NA,NA,NA,NA,Contig20244:complement(23810..23319),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2400,orf19.10799,0.687038599,0.335211401,1.568712965,0.262055422,0.41966873,DNA replication origin binding,nuclear origin of replication recognition complex///DNA replication preinitiation complex///nuclear pre-replicative complex///nuclear origin of replication recognition complex,pre-replicative complex assembly involved in nuclear cell cycle DNA replication///silent mating-type cassette heterochromatin assembly///DNA replication initiation,NA,Contig20173:complement(3929..2838),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2401,orf19.8030,0.366680447,-0.239430447,1.566647684,0.262453366,0.419957949,DNA binding///DNA binding,mitochondrion,mitochondrial genome maintenance///mitochondrial genome maintenance,NA,Contig20051:complement(30543..29806),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2402,orf19.8773,0.409331574,0.192418426,1.558263805,0.264076448,0.42151228,SNAP receptor activity///phosphatidylinositol-3-phosphate binding,fungal-type vacuole membrane///SNARE complex///phagophore assembly site,"cell communication///autophagosome-lysosome fusion///vesicle fusion///cytoplasm to vacuole transport by the Cvt pathway///vacuole fusion, non-autophagic///macroautophagy///piecemeal microautophagy of the nucleus",VAM7,Contig20099:complement(6604..5711),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2403,orf19.13652,0.26818489,0.28831511,1.557209841,0.264281364,0.42176111,molecular_function,cellular_component,biological_process,NA,Contig20241:160245..160607,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2404,orf19.10227,-0.262834761,-0.359915239,1.556731849,0.264374361,0.421853901,ATP binding///U3 snoRNA binding///RNA helicase activity///box C/D snoRNA binding///RNA-dependent ATPase activity,small-subunit processome,rRNA processing,HCA4,Contig20158:95584..97851,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
